REF_DATE	GEO	National Occupational Classification (NOC)	VALUE
2021	Saskatchewan	Natural resources, agriculture and related production occupations [8]	22.6
2021	Saskatchewan	Supervisors and technical occupations in natural resources, agriculture and related production [82]	9
2021	Saskatchewan	Workers in natural resources, agriculture and related production [84]	8.5
2021	Saskatchewan	Harvesting, landscaping and natural resources labourers [86]	5
2021	Saskatchewan	Occupations in manufacturing and utilities [9]	18.5
2021	Saskatchewan	Processing, manufacturing and utilities supervisors and central control operators [92]	7.8
2021	Saskatchewan	Processing and manufacturing machine operators and related production workers [94]	5.2
2021	Saskatchewan	Assemblers in manufacturing [95]	3.8
2021	Saskatchewan	Labourers in processing, manufacturing and utilities [96]	1.7
2021	Alberta	Total employed, all occupations	2239.2
2021	Alberta	Management occupations [0]	200
2021	Alberta	Senior management occupations [00]	5.6
2021	Alberta	Specialized middle management occupations [01-05]	62.6
2021	Alberta	Middle management occupations in retail and wholesale trade and customer services [06]	56.1
2021	Alberta	Middle management occupations in trades, transportation, production and utilities [07-09]	75.7
2021	Alberta	Business, finance and administration occupations [1]	371.7
2021	Alberta	Professional occupations in business and finance [11]	106
2021	Alberta	Administrative and financial supervisors and administrative occupations [12]	106.9
2021	Alberta	Finance, insurance and related business administrative occupations [13]	39.1
2021	Alberta	Office support occupations [14]	81.7
2021	Alberta	Distribution, tracking and scheduling co-ordination occupations [15]	38.1
2021	Alberta	Natural and applied sciences and related occupations [2]	186.5
2021	Alberta	Professional occupations in natural and applied sciences [21]	114.9
2021	Alberta	Technical occupations related to natural and applied sciences [22]	71.6
2021	Alberta	Health occupations [3]	178.7
2021	Alberta	Professional occupations in nursing [30]	40.7
2021	Alberta	Professional occupations in health (except nursing) [31]	34.3
2021	Alberta	Technical occupations in health [32]	57
2021	Alberta	Assisting occupations in support of health services [34]	46.7
2021	Alberta	Occupations in education, law and social, community and government services [4]	254.1
2021	Alberta	Professional occupations in education services [40]	92.2
2021	Alberta	Professional occupations in law and social, community and government services [41]	68.4
2021	Alberta	Paraprofessional occupations in legal, social, community and education services [42]	48.7
2021	Alberta	Occupations in front-line public protection services [43]	16.1
2021	Alberta	Care providers and educational, legal and public protection support occupations [44]	28.8
2021	Alberta	Occupations in art, culture, recreation and sport [5]	47.6
2021	Alberta	Professional occupations in art and culture [51]	18.5
2021	Alberta	Technical occupations in art, culture, recreation and sport [52]	29.1
2021	Alberta	Sales and service occupations [6]	481.1
2021	Alberta	Retail sales supervisors and specialized sales occupations [62]	79.9
2021	Alberta	Service supervisors and specialized service occupations [63]	70
2021	Alberta	Sales representatives and salespersons - wholesale and retail trade [64]	98.7
2021	Alberta	Service representatives and other customer and personal services occupations [65]	72
2021	Alberta	Sales support occupations [66]	68
2021	Alberta	Service support and other service occupations, n.e.c. [67]	92.5
2021	Alberta	Trades, transport and equipment operators and related occupations [7]	384.2
2021	Alberta	Industrial, electrical and construction trades [72]	128.4
2021	Alberta	Maintenance and equipment operation trades [73]	105.8
2021	Alberta	Other installers, repairers and servicers and material handlers [74]	33.6
2021	Alberta	Transport and heavy equipment operation and related maintenance occupations [75]	97.2
2021	Alberta	Trades helpers, construction labourers and related occupations [76]	19.1
2021	Alberta	Natural resources, agriculture and related production occupations [8]	70.4
2021	Alberta	Supervisors and technical occupations in natural resources, agriculture and related production [82]	37.9
2021	Alberta	Workers in natural resources, agriculture and related production [84]	17
2021	Alberta	Harvesting, landscaping and natural resources labourers [86]	15.5
2021	Alberta	Occupations in manufacturing and utilities [9]	64.9
2021	Alberta	Processing, manufacturing and utilities supervisors and central control operators [92]	29.3
2021	Alberta	Processing and manufacturing machine operators and related production workers [94]	16.5
2021	Alberta	Assemblers in manufacturing [95]	10.5
2021	Alberta	Labourers in processing, manufacturing and utilities [96]	8.7
2021	British Columbia	Total employed, all occupations	2655.7
2021	British Columbia	Management occupations [0]	233.9
2021	British Columbia	Senior management occupations [00]	8.3
2021	British Columbia	Specialized middle management occupations [01-05]	73.4
2021	British Columbia	Middle management occupations in retail and wholesale trade and customer services [06]	81
2021	British Columbia	Middle management occupations in trades, transportation, production and utilities [07-09]	71.2
2021	British Columbia	Business, finance and administration occupations [1]	438.5
2021	British Columbia	Professional occupations in business and finance [11]	123.2
2021	British Columbia	Administrative and financial supervisors and administrative occupations [12]	132.1
2021	British Columbia	Finance, insurance and related business administrative occupations [13]	49.7
2021	British Columbia	Office support occupations [14]	96.1
2021	British Columbia	Distribution, tracking and scheduling co-ordination occupations [15]	37.4
2021	British Columbia	Natural and applied sciences and related occupations [2]	256
2021	British Columbia	Professional occupations in natural and applied sciences [21]	167.6
2021	British Columbia	Technical occupations related to natural and applied sciences [22]	88.3
2021	British Columbia	Health occupations [3]	215.9
2021	British Columbia	Professional occupations in nursing [30]	54.2
2021	British Columbia	Professional occupations in health (except nursing) [31]	53.3
2021	British Columbia	Technical occupations in health [32]	55.3
2021	British Columbia	Assisting occupations in support of health services [34]	53
2021	British Columbia	Occupations in education, law and social, community and government services [4]	305
2021	British Columbia	Professional occupations in education services [40]	97.7
2021	British Columbia	Professional occupations in law and social, community and government services [41]	83.5
2021	British Columbia	Paraprofessional occupations in legal, social, community and education services [42]	65.4
2021	British Columbia	Occupations in front-line public protection services [43]	18.8
2021	British Columbia	Care providers and educational, legal and public protection support occupations [44]	39.6
2021	British Columbia	Occupations in art, culture, recreation and sport [5]	89.5
2021	British Columbia	Professional occupations in art and culture [51]	28
2021	British Columbia	Technical occupations in art, culture, recreation and sport [52]	61.5
2021	British Columbia	Sales and service occupations [6]	617.2
2021	British Columbia	Retail sales supervisors and specialized sales occupations [62]	96.9
2021	British Columbia	Service supervisors and specialized service occupations [63]	89.5
2021	British Columbia	Sales representatives and salespersons - wholesale and retail trade [64]	122
2021	British Columbia	Service representatives and other customer and personal services occupations [65]	108.3
2021	British Columbia	Sales support occupations [66]	78.6
2021	British Columbia	Service support and other service occupations, n.e.c. [67]	121.9
2021	British Columbia	Trades, transport and equipment operators and related occupations [7]	363.6
2021	British Columbia	Industrial, electrical and construction trades [72]	123.8
2021	British Columbia	Maintenance and equipment operation trades [73]	85
2021	British Columbia	Other installers, repairers and servicers and material handlers [74]	46.8
2021	British Columbia	Transport and heavy equipment operation and related maintenance occupations [75]	89.9
2021	British Columbia	Trades helpers, construction labourers and related occupations [76]	18.2
2021	British Columbia	Natural resources, agriculture and related production occupations [8]	55.9
2021	British Columbia	Supervisors and technical occupations in natural resources, agriculture and related production [82]	25.7
2021	British Columbia	Workers in natural resources, agriculture and related production [84]	13.3
2021	British Columbia	Harvesting, landscaping and natural resources labourers [86]	16.9
2021	British Columbia	Occupations in manufacturing and utilities [9]	80.4
